path,label,source_label,group_id,source_index,is_augmented,split
ANGULARITY/001.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:001,001,false,train
ANGULARITY/101.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:001,001,true,train
ANGULARITY/002.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:002,002,false,train
ANGULARITY/102.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:002,002,true,train
ANGULARITY/003.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:003,003,false,train
ANGULARITY/103.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:003,003,true,train
ANGULARITY/004.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:004,004,false,train
ANGULARITY/104.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:004,004,true,train
ANGULARITY/006.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:006,006,false,train
ANGULARITY/106.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:006,006,true,train
ANGULARITY/011.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:011,011,false,train
ANGULARITY/111.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:011,011,true,train
ANGULARITY/014.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:014,014,false,train
ANGULARITY/114.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:014,014,true,train
ANGULARITY/015.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:015,015,false,train
ANGULARITY/115.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:015,015,true,train
ANGULARITY/017.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:017,017,false,train
ANGULARITY/117.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:017,017,true,train
ANGULARITY/018.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:018,018,false,train
ANGULARITY/118.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:018,018,true,train
ANGULARITY/019.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:019,019,false,train
ANGULARITY/119.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:019,019,true,train
ANGULARITY/021.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:021,021,false,train
ANGULARITY/121.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:021,021,true,train
ANGULARITY/022.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:022,022,false,train
ANGULARITY/122.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:022,022,true,train
ANGULARITY/023.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:023,023,false,train
ANGULARITY/123.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:023,023,true,train
ANGULARITY/024.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:024,024,false,train
ANGULARITY/124.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:024,024,true,train
ANGULARITY/025.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:025,025,false,train
ANGULARITY/125.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:025,025,true,train
ANGULARITY/026.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:026,026,false,train
ANGULARITY/126.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:026,026,true,train
ANGULARITY/027.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:027,027,false,train
ANGULARITY/127.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:027,027,true,train
ANGULARITY/030.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:030,030,false,train
ANGULARITY/130.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:030,030,true,train
ANGULARITY/032.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:032,032,false,train
ANGULARITY/132.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:032,032,true,train
ANGULARITY/033.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:033,033,false,train
ANGULARITY/133.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:033,033,true,train
ANGULARITY/034.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:034,034,false,train
ANGULARITY/134.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:034,034,true,train
ANGULARITY/035.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:035,035,false,train
ANGULARITY/135.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:035,035,true,train
ANGULARITY/036.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:036,036,false,train
ANGULARITY/136.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:036,036,true,train
ANGULARITY/037.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:037,037,false,train
ANGULARITY/137.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:037,037,true,train
ANGULARITY/038.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:038,038,false,train
ANGULARITY/138.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:038,038,true,train
ANGULARITY/039.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:039,039,false,train
ANGULARITY/139.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:039,039,true,train
ANGULARITY/040.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:040,040,false,train
ANGULARITY/140.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:040,040,true,train
ANGULARITY/041.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:041,041,false,train
ANGULARITY/141.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:041,041,true,train
ANGULARITY/043.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:043,043,false,train
ANGULARITY/143.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:043,043,true,train
ANGULARITY/044.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:044,044,false,train
ANGULARITY/144.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:044,044,true,train
ANGULARITY/045.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:045,045,false,train
ANGULARITY/145.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:045,045,true,train
ANGULARITY/046.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:046,046,false,train
ANGULARITY/146.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:046,046,true,train
ANGULARITY/048.png,ANGULARITY,ANGULARITY,ANGULARITY:ANGULARITY:048,048,false,train
